discovered,discovery_update,elapsed_seconds,env_variant,loophole,post_discovery_avg_reward_per_episode,run,seed,steps_to_first_discovery,tail_avg_reward_per_episode,tail_reward_stddev,tail_success_rate,tail_success_rate_stddev,updates_logged
False,,615.647205175017,hard,barnes_group,,0,1729,,-3.595625000000002,0.31655513675387315,0.0,0.0,100
False,,634.7644567459356,hard,barnes_group,,1,1730,,-3.4810416666666675,0.28883030325599,0.0,0.0,100
False,,616.0670833560871,hard,barnes_group,,2,1731,,-3.459041666666667,0.2506666950996156,0.0,0.0,100
False,,619.9971247219946,hard,barnes_group,,3,1732,,-4.211625000000002,0.44624222723258394,0.0,0.0,100
False,,607.7300064909505,hard,barnes_group,,4,1733,,-5.78791666666667,0.4972230267235148,0.0,0.0,100
False,,617.5456545880297,hard,barnes_group,,5,1734,,-6.104750000000005,0.42511901498355015,0.0,0.0,100
False,,591.041100781993,hard,barnes_group,,6,1735,,-6.473166666666669,0.3849281849934332,0.0,0.0,100
False,,594.3962209930178,hard,barnes_group,,7,1736,,-3.7683333333333358,0.3793455814629179,0.0,0.0,100
False,,577.0036068819463,hard,barnes_group,,8,1737,,-3.8127916666666684,0.482506573221293,0.0,0.0,100
False,,592.2002869269345,hard,barnes_group,,9,1738,,-3.4492500000000006,0.14585222935223732,0.0,0.0,100
