discovered,discovery_update,elapsed_seconds,env_variant,loophole,post_discovery_avg_reward_per_episode,run,seed,source_dir,steps_to_first_discovery,tail_avg_reward_per_episode,tail_reward_stddev,tail_success_rate,tail_success_rate_stddev,updates_logged
False,,1176.078245425946,hard,partnership_disguised_sale,,1,1730,experiments/results/loophole_learning_metrics_hard_nomask_partnership_disguised_sale_936016_3_20260811_153534,,-1.750515625000001,0.2277322744949173,0,0,100
False,,1133.2750847290736,hard,partnership_disguised_sale,,2,1731,experiments/results/loophole_learning_metrics_hard_nomask_partnership_disguised_sale_936016_3_20260811_153534,,-1.4497343749999998,0.2056417785057867,0,0,100
False,,1128.3562163939932,hard,partnership_disguised_sale,,3,1732,experiments/results/loophole_learning_metrics_hard_nomask_partnership_disguised_sale_936016_3_20260811_153534,,-1.5012343750000006,0.24156339311385966,0,0,100
True,43,1157.838568154024,hard,partnership_disguised_sale,-1.7619682017543865,4,1733,experiments/results/loophole_learning_metrics_hard_nomask_partnership_disguised_sale_936016_3_20260811_153534,5632,-1.5032031250000002,0.24531567159783496,0,0,100
True,97,1178.513859402039,hard,partnership_disguised_sale,-0.901354166666667,5,1734,experiments/results/loophole_learning_metrics_hard_nomask_partnership_disguised_sale_936016_3_20260811_153534,12544,-1.3365468750000002,0.3968740477998317,0.003125,0.013975424859373685,100
True,68,1139.4064247650094,hard,partnership_disguised_sale,-1.4900195312500002,6,1735,experiments/results/loophole_learning_metrics_hard_nomask_partnership_disguised_sale_936016_3_20260811_153534,8832,-1.5046875,0.23778268322312615,0.003125,0.013975424859373685,100
True,19,1053.5176320930477,hard,partnership_disguised_sale,-2.1013888888888896,7,1736,experiments/results/loophole_learning_metrics_hard_nomask_partnership_disguised_sale_936016_3_20260811_153534,2560,-1.5042343750000005,0.262637093645339,0,0,100
True,86,1002.8364113270072,hard,partnership_disguised_sale,-1.644084821428572,8,1737,experiments/results/loophole_learning_metrics_hard_nomask_partnership_disguised_sale_936016_3_20260811_153534,11136,-1.647109375,0.34353066978578556,0.003125,0.013975424859373685,100
False,,889.1147184969159,hard,partnership_disguised_sale,,9,1738,experiments/results/loophole_learning_metrics_hard_nomask_partnership_disguised_sale_936016_3_20260811_153534,,-1.6771718750000004,0.258365037393387,0,0,100
True,87,703.2771735560382,hard,straddle_abuse,-2.3061538461538453,0,1729,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,11264,-2.5973333333333333,1.2930721787739348,0.005555555555555555,0.024845199749997663,100
True,49,701.5367086860351,hard,straddle_abuse,-2.8412418300653597,1,1730,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,6400,-2.4116666666666657,1.0368482319078327,0,0,100
True,46,700.121002512984,hard,straddle_abuse,-3.643086419753087,2,1731,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,6016,-3.053055555555556,1.3434285889541113,0.005555555555555555,0.024845199749997663,100
False,,695.0025745339226,hard,straddle_abuse,,3,1732,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,,-3.443888888888889,1.1846345973779204,0,0,100
True,69,678.0655400640098,hard,straddle_abuse,-3.5056630824372763,4,1733,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,8960,-3.6116111111111118,1.1893187436823134,0.005555555555555555,0.024845199749997663,100
True,80,676.0830334329512,hard,straddle_abuse,-2.470833333333334,5,1734,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,10368,-2.470833333333334,1.363195176183173,0.016666666666666666,0.04070528317028036,100
True,55,681.7604297020007,hard,straddle_abuse,-3.398271604938272,6,1735,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,7168,-3.181722222222223,1.0769442411914734,0,0,100
True,29,693.3219214490382,hard,straddle_abuse,-3.556134585289515,7,1736,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,3840,-2.5385000000000004,1.8575610647194873,0.005555555555555555,0.024845199749997663,100
True,93,699.4957743950654,hard,straddle_abuse,-0.05349206349206232,8,1737,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,12032,-1.193888888888888,1.6931817747711424,0.005555555555555555,0.024845199749997663,100
False,,707.8299078859854,hard,straddle_abuse,,9,1738,experiments/results/loophole_learning_metrics_hard_nomask_straddle_abuse_936017_4_20260811_153534,,-2.045166666666666,1.3348259810215481,0,0,100
False,,610.2204456030158,hard,subsidiary_stock_comp,,0,1729,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-1.559375,0.2179024935849205,0,0,100
False,,586.1589025949361,hard,subsidiary_stock_comp,,1,1730,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-7.759375,0.14661055420829416,0,0,100
False,,597.8329778140178,hard,subsidiary_stock_comp,,2,1731,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-1.54375,0.2194303330276641,0,0,100
False,,604.656078170985,hard,subsidiary_stock_comp,,3,1732,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-1.6530934343434343,0.18298749088359395,0,0,100
False,,605.1034549559699,hard,subsidiary_stock_comp,,4,1733,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-2.5187184343434343,1.5279339851234082,0,0,100
False,,749.070633319905,hard,subsidiary_stock_comp,,5,1734,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-1.55625,0.21257738529025638,0,0,100
False,,616.0003542710328,hard,subsidiary_stock_comp,,6,1735,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-4.465625,1.5252096221330917,0,0,100
False,,616.4497074249666,hard,subsidiary_stock_comp,,7,1736,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-1.5125,0.2504929350826402,0,0,100
False,,601.4525025879266,hard,subsidiary_stock_comp,,8,1737,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-6.980918560606061,0.13062628658268322,0,0,100
False,,587.309803882963,hard,subsidiary_stock_comp,,9,1738,experiments/results/loophole_learning_metrics_hard_nomask_subsidiary_stock_comp_936012_5_20260811_153534,,-7.3281092171717175,0.4095522566189532,0,0,100
