discovered,discovery_update,elapsed_seconds,env_variant,loophole,post_discovery_avg_reward_per_episode,run,seed,source_dir,steps_to_first_discovery,tail_avg_reward_per_episode,tail_reward_stddev,tail_success_rate,tail_success_rate_stddev,updates_logged
True,1,467.53005832299823,hard,dub_irish_dutch,-0.002279319237993635,4,1733,experiments/results/loophole_learning_metrics_hard_dub_irish_dutch_927710_2_20260807_135845,256,0.018521044362861068,0.01683030072393994,0.07408730158730159,0.09184944545078304,100
True,1,468.9808498239727,hard,dub_irish_dutch,0.0009182500555176196,5,1734,experiments/results/loophole_learning_metrics_hard_dub_irish_dutch_927710_2_20260807_135845,256,0.029884593003487454,0.029574924428400835,0.11541666666666665,0.1298974798183471,100
True,0,467.7261881699669,hard,dub_irish_dutch,-0.006357190492595407,6,1735,experiments/results/loophole_learning_metrics_hard_dub_irish_dutch_927710_2_20260807_135845,128,0.01903849390323077,0.01825367192669925,0.08412698412698413,0.11060722359163365,100
True,2,462.72012131498195,hard,dub_irish_dutch,0.002240928886804181,7,1736,experiments/results/loophole_learning_metrics_hard_dub_irish_dutch_927710_2_20260807_135845,384,0.029242790720791972,0.03625038953562841,0.13541666666666666,0.18578651758660816,100
True,0,452.30116667604307,hard,dub_irish_dutch,-0.008708798042138588,8,1737,experiments/results/loophole_learning_metrics_hard_dub_irish_dutch_927710_2_20260807_135845,128,0.003941197670887958,0.01139787498906343,0.0413510101010101,0.05931709432745916,100
True,0,453.3365303640021,hard,dub_irish_dutch,-0.0007665335749166452,9,1738,experiments/results/loophole_learning_metrics_hard_dub_irish_dutch_927710_2_20260807_135845,128,0.021277107161720463,0.044116818983446084,0.09927960927960928,0.1250023699879034,100
True,6,797.5942170380149,hard,partnership_disguised_sale,1.0299826777715564,0,1729,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,896,2.689309210526315,2.072689253830623,0.1111842105263158,0.10744047504860707,100
True,1,783.2883099239552,hard,partnership_disguised_sale,2.9162656384102466,1,1730,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,256,8.527286049836604,3.416136214816521,0.4169934640522876,0.17344627335177545,100
True,12,797.7201976879733,hard,partnership_disguised_sale,5.65175055899553,2,1731,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,1664,12.8972020510836,1.821315683699614,0.6365884072927417,0.09913421691689363,100
True,3,790.4178737570182,hard,partnership_disguised_sale,4.2885341284280045,3,1732,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,512,12.509346405228763,2.1352823914889,0.6155228758169935,0.11698238931503156,100
True,1,798.3785359389731,hard,partnership_disguised_sale,1.0059681372549016,4,1733,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,256,2.441995404411764,1.6603983980885368,0.11801470588235294,0.08219886210934226,100
True,5,797.7329954000306,hard,partnership_disguised_sale,2.994262018403853,5,1734,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,768,7.670021752450983,3.2356369624743793,0.3716299019607843,0.17311958054670679,100
True,0,801.1994715079782,hard,partnership_disguised_sale,3.2627725705194366,6,1735,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,128,9.51871395553836,3.6721125446902767,0.4542784657722739,0.1926203309968987,100
True,0,794.9854977640207,hard,partnership_disguised_sale,1.1473165441176467,7,1736,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,128,3.1581295955882345,1.7925814819558323,0.14191176470588235,0.08742858781647636,100
True,4,794.2930495910114,hard,partnership_disguised_sale,1.0279819623161763,8,1737,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,640,2.6783915441176465,1.6753545010814326,0.1119485294117647,0.07141378820241773,100
True,1,791.1777804470039,hard,partnership_disguised_sale,1.4764555481283421,9,1738,experiments/results/loophole_learning_metrics_hard_partnership_disguised_sale_927711_3_20260807_135845,256,2.9308281249999992,1.5028663617722726,0.11875,0.06995064049215817,100
False,,855.6826410880312,hard,straddle_abuse,,0,1729,experiments/results/loophole_learning_metrics_hard_straddle_abuse_927712_4_20260807_135845,,0.2931666666666667,0.5593454676465505,0,0,100
True,41,850.931069556973,hard,straddle_abuse,0.6657438794726931,1,1730,experiments/results/loophole_learning_metrics_hard_straddle_abuse_927712_4_20260807_135845,5376,0.6888888888888889,1.178148678220284,0.005555555555555555,0.024845199749997663,100
True,89,855.5195542729925,hard,straddle_abuse,1.4548484848484848,2,1731,experiments/results/loophole_learning_metrics_hard_straddle_abuse_927712_4_20260807_135845,11520,0.9537777777777778,1.0311951972167215,0.005555555555555555,0.024845199749997663,100
True,33,853.7391396660241,hard,straddle_abuse,0.582039800995025,3,1732,experiments/results/loophole_learning_metrics_hard_straddle_abuse_927712_4_20260807_135845,4352,0.4897222222222222,0.6446736711703019,0,0,100
True,77,847.3177127999952,hard,straddle_abuse,1.129565217391304,4,1733,experiments/results/loophole_learning_metrics_hard_straddle_abuse_927712_4_20260807_135845,9984,1.0624444444444439,1.7020829497328496,0.01111111111111111,0.03419927840283847,100
True,38,847.3664636829635,hard,straddle_abuse,0.4105197132616489,5,1734,experiments/results/loophole_learning_metrics_hard_straddle_abuse_927712_4_20260807_135845,4992,0.33777777777777784,0.7164881685321285,0,0,100
True,53,851.4548744180356,hard,straddle_abuse,0.538936170212766,6,1735,experiments/results/loophole_learning_metrics_hard_straddle_abuse_927712_4_20260807_135845,6912,0.330388888888889,0.6344089844762176,0,0,100
True,33,845.7811183449812,hard,straddle_abuse,0.5477777777777778,7,1736,experiments/results/loophole_learning_metrics_hard_straddle_abuse_927712_4_20260807_135845,4352,0.614111111111111,0.8047140270724258,0,0,100
True,12,844.3744868059875,hard,straddle_abuse,0.5294444444444445,8,1737,experiments/results/loophole_learning_metrics_hard_straddle_abuse_927712_4_20260807_135845,1664,0.9198333333333336,1.0780515884782151,0.005555555555555555,0.024845199749997663,100
