discovered,discovery_update,elapsed_seconds,loophole,post_discovery_avg_reward_per_episode,run,seed,steps_to_first_discovery,tail_avg_reward_per_episode,tail_reward_stddev,tail_success_rate,tail_success_rate_stddev,updates_logged
True,3,797.2999326074496,partnership_disguised_sale,4.628828642159523,0,1729,512,9.972513767414863,1.9909893158368832,0.495656604747162,0.10364986228021349,100
True,1,801.1699516493827,partnership_disguised_sale,3.8179678188837114,1,1730,256,8.997130960827315,2.7187819259831874,0.45601350189198486,0.13926938756888263,100
True,0,790.1962673515081,partnership_disguised_sale,4.115361749642043,2,1731,128,10.277577130563154,2.9163993355206057,0.5021541794548761,0.153167022493216,100
True,1,802.7042672699317,partnership_disguised_sale,6.025217658612267,3,1732,256,10.150501531862748,3.061742390863048,0.5097426470588236,0.1557890213251645,100
True,1,796.403700412251,partnership_disguised_sale,4.646863260659572,4,1733,256,10.551549100232203,2.9573357499148436,0.5361087461300309,0.15440672055993557,100
True,5,787.5024773161858,partnership_disguised_sale,5.871435872986126,5,1734,768,13.461298337860569,2.787045532097897,0.6607943228605497,0.1384975895165372,100
True,3,792.0137048913166,partnership_disguised_sale,3.6441768369719023,6,1735,512,8.594922181372551,2.8168188997356287,0.4282475490196078,0.14380589113120432,100
True,0,798.3019039621577,partnership_disguised_sale,6.7574148179584945,7,1736,128,14.63553602004703,2.9932271218993094,0.7322112520897688,0.14654573476427116,100
True,3,796.1245265379548,partnership_disguised_sale,5.562983054810821,8,1737,512,11.557073718610257,2.36409912878269,0.576968524251806,0.11903193985353072,100
True,0,786.2118761446327,partnership_disguised_sale,7.871172746184203,9,1738,128,14.727317002119838,1.76990112761793,0.7399461443269493,0.08910661823598515,100
True,4,674.8094120407477,straddle_abuse,0.824826388888889,0,1729,640,0.38605555555555543,1.0960546219249356,0.005555555555555555,0.024845199749997663,100
True,8,675.3104157829657,straddle_abuse,0.8374879227053139,1,1730,1152,0.9545000000000003,1.1185286024809116,0,0,100
True,8,729.7657900480554,straddle_abuse,1.306944444444444,2,1731,1152,1.5801111111111112,1.8846584859960458,0.005555555555555555,0.024845199749997663,100
True,3,854.2009851234034,straddle_abuse,1.412107674684994,3,1732,512,2.361499999999998,2.3015444788889243,0.02222222222222222,0.04559903787045129,100
True,9,858.4263852173463,straddle_abuse,1.213235653235653,4,1733,1280,1.7226111111111109,2.356237633649208,0.016666666666666666,0.04070528317028036,100
True,13,860.5374537408352,straddle_abuse,1.3882120051085567,5,1734,1792,1.786055555555555,1.5711706844541442,0.02222222222222222,0.04559903787045129,100
True,16,854.3343885513023,straddle_abuse,1.0131481481481484,6,1735,2176,1.144277777777778,1.5737889730341632,0.016666666666666666,0.04070528317028036,100
True,23,855.1403558934107,straddle_abuse,1.8277965367965363,7,1736,3072,1.8274444444444442,2.1248450495813436,0.016666666666666666,0.04070528317028036,100
True,38,829.6932339631021,straddle_abuse,0.990967741935484,8,1737,4992,1.0427777777777774,1.918234429582475,0.01111111111111111,0.03419927840283847,100
True,25,712.1243688175455,straddle_abuse,1.3720444444444442,9,1738,3328,2.5081666666666655,2.440536862800366,0.03333333333333333,0.05224026066462525,100
True,5,719.5292574176565,subsidiary_stock_comp,1.2087425265926681,0,1729,768,1.6710892776606436,0.176239016488757,0.8329077158751073,0.08209344681514254,100
True,0,718.424992594868,subsidiary_stock_comp,1.579844183134696,1,1730,128,1.7428121203456262,0.13548471905800738,0.8642239990008344,0.07150092158077341,100
True,0,701.6876569408923,subsidiary_stock_comp,1.5824767597400027,2,1731,128,1.6926387783280705,0.15032519035240685,0.8469147498260401,0.0738042250602366,100
True,0,701.459508093074,subsidiary_stock_comp,1.603355038516253,3,1732,128,1.6229014876452132,0.1056003416310598,0.7997098162080782,0.05620452381408499,100
True,1,703.7958010956645,subsidiary_stock_comp,1.5888452111736413,4,1733,256,1.7228615295769967,0.14005584769943918,0.858884808878552,0.06830321802458424,100
True,0,703.2907484527677,subsidiary_stock_comp,1.5948766442394722,5,1734,128,1.734528399201039,0.11268029071482981,0.860983748477144,0.05525556085078446,100
True,1,701.143483617343,subsidiary_stock_comp,1.6027822654604966,6,1735,256,1.7503878078918054,0.11947682450192444,0.8711526365273585,0.05810192056880183,100
True,0,699.7142908815295,subsidiary_stock_comp,1.5936007485046586,7,1736,128,1.7758463743630135,0.13221315280575904,0.8861547221780814,0.06405388906890909,100
True,0,698.2841253578663,subsidiary_stock_comp,1.5912735797497648,8,1737,128,1.732723294800294,0.17715397734193405,0.8607834972879467,0.08905608425898232,100
True,2,701.1471300655976,subsidiary_stock_comp,1.5087800394763888,9,1738,384,1.7480172024904868,0.13544329981932435,0.8718121200216584,0.06386789362558924,100
