avg_steps_to_first_discovery,avg_tail_reward_per_episode,avg_tail_success_rate,discovery_rate,loophole,runs,steps_to_first_discovery_cv,steps_to_first_discovery_stddev,tail_reward_cv_across_runs,tail_reward_stddev_across_runs,tail_success_rate_stddev_across_runs
8140.8,-1.5408859375000001,0.0009375000000000002,0.5,partnership_disguised_sale,10,0.5000148330539808,4070.5207529258464,0.07786304260250573,0.1199780673971645,0.0015095184110614
