discovered,discovery_update,loophole,post_discovery_avg_reward_per_episode,run,seed,steps_to_first_discovery,tail_avg_reward_per_episode,tail_reward_stddev,tail_success_rate,tail_success_rate_stddev,updates_logged
False,,straddle_abuse,,0,1729,,-0.19400000000000003,0.06308724118235004,0.0,0.0,5
