avg_steps_to_first_discovery,avg_tail_reward_per_episode,avg_tail_success_rate,discovery_rate,loophole,runs,steps_to_first_discovery_cv,steps_to_first_discovery_stddev,tail_reward_cv_across_runs,tail_reward_stddev_across_runs,tail_success_rate_stddev_across_runs
5778.285714285715,-49.45664999999997,0.0016666666666666666,0.7,straddle_abuse,10,0.5280070640644601,3050.9756753256115,0.006546380877969908,0.32376206784845024,0.005270462766947299
