avg_entropy,avg_reward_per_episode,best_tax_advantage,cumulative_reward,episode_count,invalid_count,loophole,loss,positive_reward_count,random_action_prob,random_exploration_count,run,saved_snapshots,seed,success_count,success_rate,total_steps,update
2.9167969562113285,-0.29222222222222216,0,-2.6299999999999994,9,0,straddle_abuse,-0.14378062387307486,0,0.25,22,0,0,1729,0,0.0,128,0
2.8309635501354933,-0.1833333333333334,14.03,-1.6500000000000006,9,0,straddle_abuse,0.0064847419659296674,2,0.2487,30,0,0,1729,0,0.0,256,1
2.827175513841212,-0.2000000000000001,3.77,-1.800000000000001,9,0,straddle_abuse,-0.12114375581343968,1,0.2475,32,0,0,1729,0,0.0,384,2
2.894907013513148,-0.21777777777777793,0,-1.9600000000000013,9,0,straddle_abuse,-0.15451780954996744,0,0.2463,28,0,0,1729,0,0.0,512,3
2.8111457470804453,3.777777777777777,35.68,33.99999999999999,9,0,straddle_abuse,3.8276838461558023,2,0.245,31,0,0,1729,1,0.1111111111111111,640,4
2.882237669080496,-0.12666666666666682,5.69,-1.1400000000000015,9,0,straddle_abuse,-0.10487982879082362,2,0.2438,36,0,0,1729,0,0.0,768,5
2.791496092453599,0.36999999999999983,20.56,3.3299999999999983,9,0,straddle_abuse,1.0179353555043538,2,0.2426,33,0,0,1729,0,0.0,896,6
2.744078479707241,-0.16555555555555565,0,-1.4900000000000009,9,0,straddle_abuse,-0.146974578499794,0,0.2414,42,0,0,1729,0,0.0,1024,7
2.813745278865099,1.8055555555555545,17.84,16.24999999999999,9,0,straddle_abuse,1.4704563617706299,3,0.2402,36,0,0,1729,0,0.0,1152,8
2.788062645122409,2.735555555555557,13.76,24.62000000000001,9,0,straddle_abuse,0.9946914712587992,7,0.239,33,0,0,1729,0,0.0,1280,9
2.7465381901711226,-0.20000000000000012,0.23,-1.8000000000000012,9,0,straddle_abuse,-0.14097578326861063,1,0.2378,34,0,0,1729,0,0.0,1408,10
2.6197961857542396,0.6111111111111129,6.61,5.500000000000016,9,0,straddle_abuse,0.03679406146208445,3,0.2366,26,0,0,1729,0,0.0,1536,11
2.667836492881179,-0.12333333333333339,0,-1.1100000000000005,9,0,straddle_abuse,-0.11056772122780482,0,0.2354,27,0,0,1729,0,0.0,1664,12
2.6968075409531593,-0.14333333333333298,11.89,-1.289999999999997,9,0,straddle_abuse,0.3297288815180461,2,0.2342,32,0,0,1729,0,0.0,1792,13
2.812624312005937,-0.21777777777777796,0,-1.9600000000000015,9,0,straddle_abuse,-0.12788345913092294,0,0.2331,32,0,0,1729,0,0.0,1920,14
2.762868923135102,-0.14444444444444451,0,-1.3000000000000007,9,0,straddle_abuse,-0.12220362822214763,0,0.2319,39,0,0,1729,0,0.0,2048,15
2.598173927515745,-0.13777777777777786,0,-1.2400000000000007,9,0,straddle_abuse,-0.10131404052178065,0,0.2307,38,0,0,1729,0,0.0,2176,16
2.7408878803253174,0.11444444444444438,1.68,1.0299999999999994,9,0,straddle_abuse,-0.10817322631676991,2,0.2296,31,0,0,1729,0,0.0,2304,17
2.5878208139911294,3.807777777777775,35.68,34.269999999999975,9,0,straddle_abuse,3.181257168451945,1,0.2284,26,0,0,1729,1,0.1111111111111111,2432,18
