discovered,discovery_update,elapsed_seconds,env_variant,loophole,post_discovery_avg_reward_per_episode,run,seed,steps_to_first_discovery,tail_avg_reward_per_episode,tail_reward_stddev,tail_success_rate,tail_success_rate_stddev,updates_logged
True,6,466.52484666300006,hard,dub_irish_dutch,-0.001193899127300954,0,1729,896,0.017100211542152605,0.012052333632709945,0.0740494227994228,0.10599365577600862,100
True,0,468.2197277130326,hard,dub_irish_dutch,-5.82367591653407e-05,1,1730,128,0.02974191466652462,0.036083706282531956,0.05886904761904762,0.08426393651932258,100
True,1,469.12265253602527,hard,dub_irish_dutch,-0.004215107152237005,2,1731,256,0.021246705972928725,0.030529215908868066,0.07708333333333332,0.18549118845420137,100
True,0,467.4382974689943,hard,dub_irish_dutch,0.0021531474487551804,3,1732,128,0.025848439610339176,0.024222203928130466,0.10095238095238095,0.12905182691583209,100
True,1,467.53005832299823,hard,dub_irish_dutch,-0.002279319237993635,4,1733,256,0.018521044362861068,0.01683030072393994,0.07408730158730159,0.09184944545078304,100
True,1,468.9808498239727,hard,dub_irish_dutch,0.0009182500555176196,5,1734,256,0.029884593003487454,0.029574924428400835,0.11541666666666665,0.1298974798183471,100
True,0,467.7261881699669,hard,dub_irish_dutch,-0.006357190492595407,6,1735,128,0.01903849390323077,0.01825367192669925,0.08412698412698413,0.11060722359163365,100
True,2,462.72012131498195,hard,dub_irish_dutch,0.002240928886804181,7,1736,384,0.029242790720791972,0.03625038953562841,0.13541666666666666,0.18578651758660816,100
True,0,452.30116667604307,hard,dub_irish_dutch,-0.008708798042138588,8,1737,128,0.003941197670887958,0.01139787498906343,0.0413510101010101,0.05931709432745916,100
True,0,453.3365303640021,hard,dub_irish_dutch,-0.0007665335749166452,9,1738,128,0.021277107161720463,0.044116818983446084,0.09927960927960928,0.1250023699879034,100
