avg_reward_per_episode,best_tax_advantage,cumulative_reward,episode_count,invalid_count,loophole,loss,positive_reward_count,random_action_prob,random_exploration_count,run,saved_snapshots,seed,success_count,success_rate,total_steps,update
0.004648120702916966,46746000,0.06507368984083753,14,0,dub_irish_dutch,-0.02109079311291377,10,0.25,31,0,0,1729,3,0.21428571428571427,128,0
-0.0064255534803206995,46746000,-0.08995774872448979,14,0,dub_irish_dutch,-0.021068623289465904,5,0.2487,24,0,0,1729,1,0.07142857142857142,256,1
-0.00046110098666080876,46746000,-0.005533211839929705,12,0,dub_irish_dutch,-0.01558527039984862,9,0.2475,30,0,0,1729,1,0.08333333333333333,384,2
-0.019981694255111985,0,-0.2597620253164558,13,0,dub_irish_dutch,-0.021097720911105473,4,0.2463,24,0,0,1729,0,0.0,512,3
-0.009240858903267242,46746000,-0.12937202464574138,14,0,dub_irish_dutch,-0.0279469545930624,4,0.245,33,0,0,1729,1,0.07142857142857142,640,4
-0.014915656531572362,0,-0.1939035349104407,13,0,dub_irish_dutch,-0.024377132455507915,7,0.2438,27,0,0,1729,0,0.0,768,5
-0.0018199680584259045,46746000,-0.027299520876388567,15,0,dub_irish_dutch,-0.022197597349683445,8,0.2426,33,0,0,1729,1,0.06666666666666667,896,6
-0.022759188200031387,46746000,-0.3186286348004394,14,0,dub_irish_dutch,-0.020414908106128376,4,0.2414,30,0,0,1729,1,0.07142857142857142,1024,7
-0.0035829815511402617,46746000,-0.0465787601648234,13,0,dub_irish_dutch,-0.027195452402035396,8,0.2402,27,0,0,1729,1,0.07692307692307693,1152,8
0.006223220238592715,46746000,0.087125083340298,14,0,dub_irish_dutch,-0.02659422221283118,9,0.239,33,0,0,1729,3,0.21428571428571427,1280,9
0.0012841903186312674,46746000,0.016694474142206477,13,0,dub_irish_dutch,-0.018396723394592602,9,0.2378,32,0,0,1729,1,0.07692307692307693,1408,10
-0.00514976895268572,6210000,-0.06179722743222864,12,0,dub_irish_dutch,-0.036285111059745155,9,0.2366,29,0,0,1729,1,0.08333333333333333,1536,11
0.0042708244968044816,46746000,0.05979154295526274,14,0,dub_irish_dutch,-0.024154789745807648,13,0.2354,20,0,0,1729,3,0.21428571428571427,1664,12
0.004185259134363878,56754000,0.050223109612366534,12,0,dub_irish_dutch,-0.018481043477853138,4,0.2342,29,0,0,1729,1,0.08333333333333333,1792,13
0.006016282332347653,46746000,0.0782116703205195,13,0,dub_irish_dutch,-0.02503293628493945,7,0.2331,26,0,0,1729,2,0.15384615384615385,1920,14
-0.013156118143459922,0,-0.19734177215189883,15,0,dub_irish_dutch,-0.0278682429343462,5,0.2319,31,0,0,1729,0,0.0,2048,15
-0.02043286618444846,0,-0.2860601265822785,14,0,dub_irish_dutch,-0.029123661418755848,6,0.2307,29,0,0,1729,0,0.0,2176,16
-0.006094232338355025,40500000,-0.08531925273697036,14,0,dub_irish_dutch,-0.024208197370171547,8,0.2296,32,0,0,1729,1,0.07142857142857142,2304,17
-0.0013065258889933418,46746000,-0.015678310667920102,12,0,dub_irish_dutch,-0.01996588644882043,8,0.2284,37,0,0,1729,1,0.08333333333333333,2432,18
0.009049535561460579,46746000,0.11764396229898752,13,0,dub_irish_dutch,-0.03233997275431951,12,0.2273,36,0,0,1729,1,0.07692307692307693,2560,19
-0.0014423309276242135,46746000,-0.021634963914363203,15,0,dub_irish_dutch,-0.022774691383043926,5,0.2262,26,0,0,1729,2,0.13333333333333333,2688,20
0.002348419771316168,56754000,0.03287787679842635,14,0,dub_irish_dutch,-0.022310432667533558,9,0.225,29,0,0,1729,2,0.14285714285714285,2816,21
0.018434842255995607,46746000,0.23965294932794287,13,0,dub_irish_dutch,-0.01763171950976054,13,0.2239,37,0,0,1729,1,0.07692307692307693,2944,22
-0.014671086545621175,0,-0.19072412509307526,13,0,dub_irish_dutch,-0.025956952944397926,7,0.2228,23,0,0,1729,0,0.0,3072,23
0.006294423454979488,46746000,0.08812192836971283,14,0,dub_irish_dutch,-0.016744551248848438,6,0.2217,28,0,0,1729,1,0.07142857142857142,3200,24
-0.017674282865565168,0,-0.24743996011791236,14,0,dub_irish_dutch,-0.021747761716445286,7,0.2206,27,0,0,1729,0,0.0,3328,25
0.006698386698088158,4039200,0.08707902707514606,13,0,dub_irish_dutch,-0.012786421924829483,8,0.2195,27,0,0,1729,1,0.07692307692307693,3456,26
-0.009451472394581014,46746000,-0.12286914112955319,13,0,dub_irish_dutch,-0.03521393736203512,6,0.2184,25,0,0,1729,1,0.07692307692307693,3584,27
0.024931356187569958,46746000,0.2991762742508395,12,0,dub_irish_dutch,-0.004464937063554923,8,0.2173,26,0,0,1729,3,0.25,3712,28
-0.012931849922505735,46746000,-0.15518219907006883,12,0,dub_irish_dutch,-0.026122397432724636,7,0.2162,24,0,0,1729,1,0.08333333333333333,3840,29
-0.00907388773253105,0,-0.11796054052290365,13,0,dub_irish_dutch,-0.019816576813658077,9,0.2151,19,0,0,1729,0,0.0,3968,30
0.001408819820361978,46746000,0.02113229730542967,15,0,dub_irish_dutch,-0.012688490251700083,8,0.214,26,0,0,1729,1,0.06666666666666667,4096,31
0.001298506180799259,46746000,0.014283567988791851,11,0,dub_irish_dutch,-0.020475345974167187,9,0.213,25,0,0,1729,1,0.09090909090909091,4224,32
-0.010177530719388438,0,-0.14248543007143813,14,0,dub_irish_dutch,-0.029302161186933517,5,0.2119,29,0,0,1729,0,0.0,4352,33
-0.004473300137362638,0,-0.05815290178571429,13,0,dub_irish_dutch,-0.02759248452881972,3,0.2108,21,0,0,1729,0,0.0,4480,34
0.007090172339282574,46746000,0.09217224041067346,13,0,dub_irish_dutch,-0.03170482938488325,10,0.2098,33,0,0,1729,1,0.07692307692307693,4608,35
0.02469098190067166,46746000,0.3703647285100749,15,0,dub_irish_dutch,-0.027015092472235363,11,0.2087,20,0,0,1729,3,0.2,4736,36
0.026560843918246875,46746000,0.39841265877370313,15,0,dub_irish_dutch,-0.01017395748446385,10,0.2077,33,0,0,1729,4,0.26666666666666666,4864,37
0.025106635828889716,46746000,0.37659953743334573,15,0,dub_irish_dutch,-0.02198245810965697,9,0.2066,19,0,0,1729,2,0.13333333333333333,4992,38
0.042664767646474935,56754000,0.5546419794041741,13,0,dub_irish_dutch,-0.02094044287999471,19,0.2056,30,0,0,1729,2,0.15384615384615385,5120,39
0.03058111778877092,46746000,0.4281356490427929,14,0,dub_irish_dutch,-0.023674678678313892,9,0.2046,25,0,0,1729,4,0.2857142857142857,5248,40
0.03468819909106257,56754000,0.4162583890927508,12,0,dub_irish_dutch,-0.007809980772435665,10,0.2036,21,0,0,1729,2,0.16666666666666666,5376,41
0.0013956653647546919,46746000,0.020934980471320377,15,0,dub_irish_dutch,-0.03648997098207474,9,0.2025,26,0,0,1729,1,0.06666666666666667,5504,42
0.07978296495481793,56754000,0.8776126145029972,11,0,dub_irish_dutch,-0.027726628507177036,21,0.2015,25,0,0,1729,4,0.36363636363636365,5632,43
