avg_steps_to_first_discovery,avg_tail_reward_per_episode,avg_tail_success_rate,discovery_rate,loophole,runs,steps_to_first_discovery_cv,steps_to_first_discovery_stddev,tail_reward_cv_across_runs,tail_reward_stddev_across_runs,tail_success_rate_stddev_across_runs
192.0,0.6001558399163931,0.22598214285714285,1.0,dub_irish_dutch,10,0.6478835438717,124.3936404233664,0.21259693153027812,0.12759129000620198,0.07609716120277873
