avg_entropy,avg_reward_per_episode,best_tax_advantage,cumulative_reward,episode_count,invalid_count,loophole,loss,positive_reward_count,random_action_prob,random_exploration_count,run,saved_snapshots,seed,success_count,success_rate,total_steps,update
2.8430480007082224,-0.12000000000000008,0,-1.0800000000000007,9,0,straddle_abuse,-0.14338569343090057,0,0.25,25,0,0,1729,0,0.0,128,0
2.907413760200143,-0.13000000000000006,0,-1.1700000000000006,9,0,straddle_abuse,-0.142417311668396,0,0.2487,30,0,0,1729,0,0.0,256,1
2.967434523627162,0.2933333333333335,3.62,2.6400000000000015,9,0,straddle_abuse,-0.0832856297492981,3,0.2475,33,0,0,1729,0,0.0,384,2
2.862325902096927,1.6822222222222223,25.62,15.14,9,0,straddle_abuse,1.6566227277119954,1,0.2463,28,0,0,1729,0,0.0,512,3
2.8869920428842306,-0.07333333333333338,0.38,-0.6600000000000004,9,0,straddle_abuse,-0.12067396938800812,2,0.245,22,0,0,1729,0,0.0,640,4
2.9824029989540577,-0.1800000000000001,0,-1.620000000000001,9,0,straddle_abuse,-0.12240758538246155,0,0.2438,30,0,0,1729,0,0.0,768,5
2.9812867902219296,-0.18000000000000008,0,-1.6200000000000008,9,0,straddle_abuse,-0.14305945734182993,0,0.2426,38,0,0,1729,0,0.0,896,6
2.874839350581169,-0.11222222222222228,0,-1.0100000000000005,9,0,straddle_abuse,-0.14583081503709158,0,0.2414,40,0,0,1729,0,0.0,1024,7
2.8394484501332045,0.14222222222222214,2.26,1.2799999999999991,9,0,straddle_abuse,-0.10496843109528224,1,0.2402,31,0,0,1729,0,0.0,1152,8
2.921381203457713,-0.1222222222222223,0,-1.1000000000000008,9,0,straddle_abuse,-0.12955291072527567,0,0.239,37,0,0,1729,0,0.0,1280,9
2.908610489219427,-0.13333333333333341,0,-1.2000000000000008,9,0,straddle_abuse,-0.1471639076868693,0,0.2378,37,0,0,1729,0,0.0,1408,10
2.761361153796315,-0.0688888888888889,0,-0.6200000000000001,9,0,straddle_abuse,-0.13810063898563385,0,0.2366,33,0,0,1729,0,0.0,1536,11
2.7276944927871227,-0.0755555555555556,0,-0.6800000000000004,9,0,straddle_abuse,-0.12195717543363571,0,0.2354,30,0,0,1729,0,0.0,1664,12
2.960771668702364,-0.13222222222222232,0,-1.1900000000000008,9,0,straddle_abuse,-0.13797959188620249,0,0.2342,29,0,0,1729,0,0.0,1792,13
2.8600077275186777,-0.08777777777777782,0,-0.7900000000000004,9,0,straddle_abuse,-0.13836821417013803,0,0.2331,34,0,0,1729,0,0.0,1920,14
2.801303854212165,0.18999999999999995,2.32,1.7099999999999995,9,0,straddle_abuse,-0.10418723523616791,2,0.2319,28,0,0,1729,0,0.0,2048,15
2.763236900791526,-0.08222222222222227,0,-0.7400000000000004,9,0,straddle_abuse,-0.12764807045459747,0,0.2307,32,0,0,1729,0,0.0,2176,16
2.929525837302208,-0.11111111111111119,0,-1.0000000000000007,9,0,straddle_abuse,-0.13445408642292023,0,0.2296,26,0,0,1729,0,0.0,2304,17
2.6514048045501113,-0.052222222222222246,0,-0.4700000000000002,9,0,straddle_abuse,-0.12287749846776326,0,0.2284,29,0,0,1729,0,0.0,2432,18
2.837096815928817,0.7488888888888904,7.74,6.7400000000000135,9,0,straddle_abuse,0.1767440934975942,1,0.2273,32,0,0,1729,0,0.0,2560,19
2.719092166982591,-0.08333333333333337,0,-0.7500000000000003,9,0,straddle_abuse,-0.13980279366175333,0,0.2262,29,0,0,1729,0,0.0,2688,20
2.7654615696519613,-0.0844444444444445,0,-0.7600000000000006,9,0,straddle_abuse,-0.12411736945311229,0,0.225,29,0,0,1729,0,0.0,2816,21
2.7306929882615805,0.26333333333333364,2.35,2.3700000000000028,9,0,straddle_abuse,-0.10702838500340779,2,0.2239,33,0,0,1729,0,0.0,2944,22
2.6325755873695016,-0.047777777777777794,0,-0.43000000000000016,9,0,straddle_abuse,-0.12213662266731262,0,0.2228,28,0,0,1729,0,0.0,3072,23
2.844318315386772,-0.07777777777777782,0.14,-0.7000000000000004,9,0,straddle_abuse,-0.13824991385142008,1,0.2217,24,0,0,1729,0,0.0,3200,24
2.6791624408215284,-0.09222222222222227,0,-0.8300000000000005,9,0,straddle_abuse,-0.13462628920873007,0,0.2206,32,0,0,1729,0,0.0,3328,25
2.804723074659705,-0.07111111111111103,8.56,-0.6399999999999992,9,0,straddle_abuse,0.009096051255861918,2,0.2195,27,0,0,1729,0,0.0,3456,26
2.8741079634055495,-0.05555555555555558,0,-0.5000000000000002,9,0,straddle_abuse,-0.14310231308142343,0,0.2184,31,0,0,1729,0,0.0,3584,27
2.565426478162408,1.3833333333333335,11.77,12.450000000000001,9,0,straddle_abuse,0.5571470061937968,2,0.2173,28,0,0,1729,0,0.0,3712,28
2.8029175037518144,0.3777777777777781,3.86,3.400000000000003,9,0,straddle_abuse,-0.04373835027217865,1,0.2162,25,0,0,1729,0,0.0,3840,29
2.5919600930064917,0.18888888888888888,1.72,1.7,9,0,straddle_abuse,-0.09297241767247517,2,0.2151,29,0,0,1729,0,0.0,3968,30
2.686291857622564,1.5155555555555555,12.94,13.64,9,0,straddle_abuse,0.6686896284421285,3,0.214,25,0,0,1729,0,0.0,4096,31
2.805372951552272,0.15777777777777782,2.84,1.4200000000000004,9,0,straddle_abuse,-0.08622590949138005,2,0.213,25,0,0,1729,0,0.0,4224,32
2.647352585569024,0.4566666666666669,2.74,4.110000000000002,9,0,straddle_abuse,-0.05333627015352249,5,0.2119,24,0,0,1729,0,0.0,4352,33
2.6350704422220588,2.6355555555555545,12.61,23.71999999999999,9,0,straddle_abuse,0.7894202868143717,8,0.2108,34,0,0,1729,0,0.0,4480,34
2.795312440022826,1.0344444444444447,9.83,9.310000000000002,9,0,straddle_abuse,0.32080209255218506,1,0.2098,32,0,0,1729,0,0.0,4608,35
2.7084403475746512,-0.062222222222222255,0,-0.5600000000000003,9,0,straddle_abuse,-0.11114021639029185,0,0.2087,26,0,0,1729,0,0.0,4736,36
2.7588426265865564,0.5777777777777794,6.05,5.200000000000014,9,0,straddle_abuse,0.02145989239215851,1,0.2077,33,0,0,1729,0,0.0,4864,37
2.6550851557403803,0.16444444444444484,2.54,1.4800000000000035,9,0,straddle_abuse,-0.08131304383277893,2,0.2066,23,0,0,1729,0,0.0,4992,38
2.5913863824680448,2.029999999999998,23.55,18.269999999999982,9,0,straddle_abuse,0.9631461103757223,2,0.2056,16,0,0,1729,0,0.0,5120,39
2.58407224342227,0.06999999999999999,2.07,0.6299999999999999,9,0,straddle_abuse,-0.11201639970143636,1,0.2046,26,0,0,1729,0,0.0,5248,40
2.754249218851328,-0.06444444444444447,0,-0.5800000000000003,9,0,straddle_abuse,-0.11298506210247676,0,0.2036,32,0,0,1729,0,0.0,5376,41
2.623627720400691,0.6733333333333342,7.57,6.060000000000008,9,0,straddle_abuse,0.18770713110764822,5,0.2025,22,0,0,1729,0,0.0,5504,42
2.7878176402300596,0.05111111111111103,1.28,0.4599999999999993,9,0,straddle_abuse,-0.1266444871822993,2,0.2015,35,0,0,1729,0,0.0,5632,43
2.784634596668184,-0.09555555555555562,0,-0.8600000000000005,9,0,straddle_abuse,-0.12647819022337595,0,0.2005,36,0,0,1729,0,0.0,5760,44
2.6866872515529394,0.022222222222222178,0.97,0.1999999999999996,9,0,straddle_abuse,-0.126357302069664,1,0.1995,36,0,0,1729,0,0.0,5888,45
2.8160986388102174,-0.09000000000000005,0,-0.8100000000000005,9,0,straddle_abuse,-0.1426079273223877,0,0.1985,24,0,0,1729,0,0.0,6016,46
2.626236170530319,-0.0044444444444444444,0.11,-0.04,9,0,straddle_abuse,-0.12334244698286057,2,0.1975,17,0,0,1729,0,0.0,6144,47
2.547636113129556,0.5322222222222225,5.24,4.790000000000003,9,0,straddle_abuse,0.02932077646255493,1,0.1965,26,0,0,1729,0,0.0,6272,48
2.5820362102240324,-0.028888888888888895,0,-0.26000000000000006,9,0,straddle_abuse,-0.11801710973183314,0,0.1956,26,0,0,1729,0,0.0,6400,49
2.644673523493111,1.9499999999999982,18.24,17.549999999999983,9,0,straddle_abuse,1.3624000151952107,2,0.1946,29,0,0,1729,0,0.0,6528,50
2.618782464414835,0.024444444444444425,0.81,0.21999999999999983,9,0,straddle_abuse,-0.11277077843745549,1,0.1936,25,0,0,1729,0,0.0,6656,51
2.674938477575779,-0.04444444444444446,0,-0.40000000000000013,9,0,straddle_abuse,-0.1404983103275299,0,0.1926,27,0,0,1729,0,0.0,6784,52
2.774792779237032,-0.04444444444444447,0,-0.4000000000000002,9,0,straddle_abuse,-0.13160760700702667,0,0.1917,18,0,0,1729,0,0.0,6912,53
2.7767756786197424,1.4100000000000001,13.38,12.690000000000001,9,0,straddle_abuse,0.7840269207954407,3,0.1907,23,0,0,1729,0,0.0,7040,54
2.7124340813606977,-0.07222222222222226,5.28,-0.6500000000000004,9,0,straddle_abuse,-0.09526141732931137,1,0.1898,16,0,0,1729,0,0.0,7168,55
2.695979884825647,1.0533333333333346,12.55,9.480000000000011,9,0,straddle_abuse,0.24885250131289163,2,0.1888,26,0,0,1729,0,0.0,7296,56
2.6743956487625837,0.21111111111111125,2.29,1.9000000000000012,9,0,straddle_abuse,-0.10827881346146266,2,0.1879,16,0,0,1729,0,0.0,7424,57
2.7224693540483713,-0.05888888888888891,0,-0.5300000000000001,9,0,straddle_abuse,-0.10732471942901611,0,0.1869,22,0,0,1729,0,0.0,7552,58
2.780860345810652,1.3933333333333344,13.28,12.54000000000001,9,0,straddle_abuse,0.6410336494445801,1,0.186,19,0,0,1729,0,0.0,7680,59
2.746896807104349,0.6733333333333342,6.78,6.0600000000000085,9,0,straddle_abuse,0.0685286025206248,2,0.1851,29,0,0,1729,0,0.0,7808,60
2.851003408432007,-0.09222222222222226,0,-0.8300000000000004,9,0,straddle_abuse,-0.12149445215861003,0,0.1841,22,0,0,1729,0,0.0,7936,61
2.8578201942145824,-0.07111111111111115,0,-0.6400000000000003,9,0,straddle_abuse,-0.12296779950459798,0,0.1832,28,0,0,1729,0,0.0,8064,62
2.693710993975401,-0.05111111111111113,0,-0.46000000000000013,9,0,straddle_abuse,-0.13658995429674783,0,0.1823,26,0,0,1729,0,0.0,8192,63
2.80379818379879,-0.08555555555555558,0,-0.7700000000000002,9,0,straddle_abuse,-0.1464571456114451,0,0.1814,27,0,0,1729,0,0.0,8320,64
2.7111742133274674,-0.07888888888888893,0,-0.7100000000000003,9,0,straddle_abuse,-0.12935019532839456,0,0.1805,14,0,0,1729,0,0.0,8448,65
2.863763981498778,2.2266666666666666,13.73,20.04,9,0,straddle_abuse,1.1657015879948933,2,0.1796,20,0,0,1729,0,0.0,8576,66
2.7483618650585413,-0.10111111111111118,0,-0.9100000000000006,9,0,straddle_abuse,-0.12974372009436289,0,0.1787,22,0,0,1729,0,0.0,8704,67
2.841507396660745,0.9744444444444458,5.54,8.770000000000012,9,0,straddle_abuse,0.0900956392288208,4,0.1778,21,0,0,1729,0,0.0,8832,68
2.8592544328421354,2.0933333333333337,11.83,18.840000000000003,9,0,straddle_abuse,0.7294569611549377,3,0.1769,21,0,0,1729,0,0.0,8960,69
2.779739455319941,-0.08444444444444449,0,-0.7600000000000005,9,0,straddle_abuse,-0.11284183462460835,0,0.176,13,0,0,1729,0,0.0,9088,70
2.81029805354774,0.02555555555555553,1.09,0.22999999999999976,9,0,straddle_abuse,-0.12737005452315012,1,0.1751,26,0,0,1729,0,0.0,9216,71
2.8256034199148417,0.04111111111111132,13.87,0.3700000000000019,9,0,straddle_abuse,0.30101264516512555,3,0.1743,22,0,0,1729,0,0.0,9344,72
2.754277730360627,0.19111111111111115,4.9,1.7200000000000004,9,0,straddle_abuse,-0.09523386259873708,4,0.1734,31,0,0,1729,0,0.0,9472,73
2.7981215938925743,-0.07222222222222226,0,-0.6500000000000004,9,0,straddle_abuse,-0.136150653163592,0,0.1725,25,0,0,1729,0,0.0,9600,74
2.7988385539501905,0.018888888888888858,0.74,0.1699999999999997,9,0,straddle_abuse,-0.14397311707337698,1,0.1717,23,0,0,1729,0,0.0,9728,75
2.753969398327172,-0.028888888888888895,0,-0.26000000000000006,9,0,straddle_abuse,-0.131828044851621,0,0.1708,19,0,0,1729,0,0.0,9856,76
2.9310576040297747,-0.12111111111111117,0,-1.0900000000000005,9,0,straddle_abuse,-0.1485086977481842,0,0.1699,20,0,0,1729,0,0.0,9984,77
2.7974421568214893,-0.046666666666666676,0,-0.4200000000000001,9,0,straddle_abuse,-0.13001432518164316,0,0.1691,21,0,0,1729,0,0.0,10112,78
