discovered,discovery_update,elapsed_seconds,loophole,post_discovery_avg_reward_per_episode,run,seed,steps_to_first_discovery,tail_avg_reward_per_episode,tail_reward_stddev,tail_success_rate,tail_success_rate_stddev,updates_logged
True,3,797.2999326074496,partnership_disguised_sale,4.628828642159523,0,1729,512,9.972513767414863,1.9909893158368832,0.495656604747162,0.10364986228021349,100
True,1,801.1699516493827,partnership_disguised_sale,3.8179678188837114,1,1730,256,8.997130960827315,2.7187819259831874,0.45601350189198486,0.13926938756888263,100
True,0,790.1962673515081,partnership_disguised_sale,4.115361749642043,2,1731,128,10.277577130563154,2.9163993355206057,0.5021541794548761,0.153167022493216,100
True,1,802.7042672699317,partnership_disguised_sale,6.025217658612267,3,1732,256,10.150501531862748,3.061742390863048,0.5097426470588236,0.1557890213251645,100
True,1,796.403700412251,partnership_disguised_sale,4.646863260659572,4,1733,256,10.551549100232203,2.9573357499148436,0.5361087461300309,0.15440672055993557,100
True,5,787.5024773161858,partnership_disguised_sale,5.871435872986126,5,1734,768,13.461298337860569,2.787045532097897,0.6607943228605497,0.1384975895165372,100
True,3,792.0137048913166,partnership_disguised_sale,3.6441768369719023,6,1735,512,8.594922181372551,2.8168188997356287,0.4282475490196078,0.14380589113120432,100
True,0,798.3019039621577,partnership_disguised_sale,6.7574148179584945,7,1736,128,14.63553602004703,2.9932271218993094,0.7322112520897688,0.14654573476427116,100
True,3,796.1245265379548,partnership_disguised_sale,5.562983054810821,8,1737,512,11.557073718610257,2.36409912878269,0.576968524251806,0.11903193985353072,100
True,0,786.2118761446327,partnership_disguised_sale,7.871172746184203,9,1738,128,14.727317002119838,1.76990112761793,0.7399461443269493,0.08910661823598515,100
