avg_entropy,avg_reward_per_episode,best_tax_advantage,cumulative_reward,episode_count,invalid_count,loophole,loss,positive_reward_count,random_action_prob,random_exploration_count,run,saved_snapshots,seed,success_count,success_rate,total_steps,update
2.3887140713632107,-0.10718749999999994,0,-1.714999999999999,16,0,partnership_disguised_sale,-0.12030262996753056,0,0.25,38,0,0,1729,0,0.0,128,0
2.6207789285108447,-0.15593749999999995,0,-2.494999999999999,16,0,partnership_disguised_sale,-0.13212188084920248,0,0.2487,26,0,0,1729,0,0.0,256,1
2.6078840605914593,-0.13749999999999993,0,-2.199999999999999,16,0,partnership_disguised_sale,-0.12521654615799585,0,0.2475,32,0,0,1729,0,0.0,384,2
2.488384183496237,1.1387500000000006,20,18.22000000000001,16,0,partnership_disguised_sale,1.1201262474060059,1,0.2463,40,0,0,1729,1,0.0625,512,3
2.593346013687551,0.4700000000000002,10,7.520000000000003,16,0,partnership_disguised_sale,0.26709240674972534,1,0.245,33,0,0,1729,0,0.0,640,4
2.4916505562141538,1.0090625000000009,18,16.145000000000014,16,0,partnership_disguised_sale,1.1014306942621868,2,0.2438,35,0,0,1729,1,0.0625,768,5
2.4529589330777526,0.9975,18,15.96,16,0,partnership_disguised_sale,1.0682778358459473,1,0.2426,39,0,0,1729,1,0.0625,896,6
2.4512997521087527,0.5124999999999994,10,8.19999999999999,16,0,partnership_disguised_sale,0.2910988926887512,1,0.2414,25,0,0,1729,0,0.0,1024,7
2.51161016151309,0.38406250000000025,8,6.145000000000004,16,0,partnership_disguised_sale,0.11600689093271892,2,0.2402,32,0,0,1729,0,0.0,1152,8
2.502197939902544,0.7568749999999999,10,12.109999999999998,16,0,partnership_disguised_sale,0.2949821551640828,4,0.239,28,0,0,1729,0,0.0,1280,9
2.5177213894203305,-0.11343749999999989,0,-1.8149999999999982,16,0,partnership_disguised_sale,-0.08990370978911717,0,0.2378,33,0,0,1729,0,0.0,1408,10
2.374659904278815,0.38531250000000034,8,6.165000000000005,16,0,partnership_disguised_sale,0.13416179517904916,1,0.2366,36,0,0,1729,0,0.0,1536,11
2.4238872257992625,1.7696874999999992,20,28.314999999999987,16,0,partnership_disguised_sale,1.85987122853597,2,0.2354,36,0,0,1729,1,0.0625,1664,12
2.51388621609658,1.6153125,18,25.845,16,0,partnership_disguised_sale,1.3539281686147053,2,0.2342,50,0,0,1729,1,0.0625,1792,13
2.4568439042195678,1.1387500000000004,20,18.220000000000006,16,0,partnership_disguised_sale,1.5457863012949626,4,0.2331,36,0,0,1729,1,0.0625,1920,14
2.499141415581107,1.0171875000000004,18,16.275000000000006,16,0,partnership_disguised_sale,1.0734200477600098,1,0.2319,32,0,0,1729,1,0.0625,2048,15
2.456126113422215,-0.10562499999999993,10,-1.6899999999999988,16,0,partnership_disguised_sale,0.10904097308715184,1,0.2307,30,0,0,1729,0,0.0,2176,16
2.4997110767289996,0.9871874999999998,10,15.794999999999996,16,0,partnership_disguised_sale,0.4430939455827077,2,0.2296,24,0,0,1729,0,0.0,2304,17
2.561555546708405,2.1109375000000004,18,33.775000000000006,16,0,partnership_disguised_sale,2.4574660460154214,4,0.2284,29,0,0,1729,2,0.125,2432,18
2.516080357134342,2.483125,18,39.73,16,0,partnership_disguised_sale,2.152008612950643,3,0.2273,29,0,0,1729,1,0.0625,2560,19
