avg_steps_to_first_discovery,avg_tail_reward_per_episode,avg_tail_success_rate,discovery_rate,loophole,runs,steps_to_first_discovery_cv,steps_to_first_discovery_stddev,tail_reward_cv_across_runs,tail_reward_stddev_across_runs,tail_success_rate_stddev_across_runs
192.0,25.599343413925048,0.8723736554553119,1.0,distressed_assets,10,0.8461970117626564,162.46982625843003,0.35608781604190776,9.115614288371365,0.3008271557157999
