avg_steps_to_first_discovery,avg_tail_reward_per_episode,avg_tail_success_rate,discovery_rate,loophole,runs,steps_to_first_discovery_cv,steps_to_first_discovery_stddev,tail_reward_cv_across_runs,tail_reward_stddev_across_runs,tail_success_rate_stddev_across_runs
640.0,27.117704241131293,0.8544330826402152,1.0,distressed_assets,10,2.1228911104120876,1358.650310663736,0.324837251624491,8.808840516054893,0.27487127416847856
