avg_steps_to_first_discovery,avg_tail_reward_per_episode,avg_tail_success_rate,discovery_rate,loophole,runs,steps_to_first_discovery_cv,steps_to_first_discovery_stddev,tail_reward_cv_across_runs,tail_reward_stddev_across_runs,tail_success_rate_stddev_across_runs
550.4,6.502122409378226,0.30968223254213967,1.0,partnership_disguised_sale,10,0.8635672832020851,475.3074326744276,0.6507432377364042,4.231212188837216,0.21512425380155054
